LocalRep,GlobalIdx,Prob,spring_day,spring_night,summer_day,summer_night,fall_day,fall_night,winter_day,winter_night
53,3589,0.0083828684651729,17244.0792,18191.3838,29502.7554,18437.5302,20539.3422,25538.1684,27149.8092,21792.8304
54,4558,0.0065538789818625,24878.085599999995,21732.3342,22686.340199999995,18437.5302,20539.3422,25538.1684,32756.2698,21792.8304
55,3085,0.0073159579332418,17244.0792,18191.3838,22686.340199999995,18437.5302,20539.3422,17677.9464,27149.8092,21792.8304
56,2894,0.0074683737235177,17244.0792,21732.3342,29502.7554,18437.5302,34847.5962,17677.9464,32756.2698,35063.7342
57,6510,0.0068587105624142,24878.085599999995,34718.6682,29502.7554,18437.5302,23101.990199999997,17677.9464,32756.2698,23580.227399999996
58,5164,0.0067062947721383,24878.085599999995,18191.3838,22686.340199999995,37980.638399999996,34847.5962,17677.9464,27149.8092,21792.8304
59,5344,0.005944215820759,24878.085599999995,18191.3838,22686.340199999995,18437.5302,34847.5962,25538.1684,27149.8092,21792.8304
60,2505,0.0073159579332418,17244.0792,21732.3342,41762.778,37980.638399999996,34847.5962,25538.1684,32756.2698,23580.227399999996
61,4176,0.0076207895137936,17244.0792,34718.6682,29502.7554,37980.638399999996,23101.990199999997,25538.1684,31485.513,23580.227399999996
62,1486,0.0070111263526901,21967.5156,34718.6682,22686.340199999995,37980.638399999996,23101.990199999997,17677.9464,31485.513,21792.8304
63,938,0.0060966316110349,21967.5156,18191.3838,22686.340199999995,18437.5302,23101.990199999997,25538.1684,31485.513,35063.7342
64,2720,0.0068587105624142,17244.0792,21732.3342,29502.7554,37980.638399999996,23101.990199999997,25538.1684,31485.513,35063.7342
65,4328,0.0060966316110349,17244.0792,34718.6682,29502.7554,18437.5302,23101.990199999997,17677.9464,27149.8092,35063.7342
66,3870,0.005944215820759,17244.0792,34718.6682,22686.340199999995,18437.5302,34847.5962,25855.469999999998,31485.513,23580.227399999996
67,2838,0.0073159579332418,17244.0792,21732.3342,29502.7554,18437.5302,20539.3422,17677.9464,32756.2698,23580.227399999996
68,4072,0.0068587105624142,17244.0792,34718.6682,41762.778,18437.5302,20539.3422,25538.1684,32756.2698,21792.8304
69,4523,0.0060966316110349,24878.085599999995,21732.3342,22686.340199999995,36667.164,34847.5962,25855.469999999998,32756.2698,35063.7342
70,4189,0.0070111263526901,17244.0792,34718.6682,29502.7554,37980.638399999996,34847.5962,17677.9464,32756.2698,21792.8304
71,4369,0.0068587105624142,17244.0792,34718.6682,29502.7554,18437.5302,34847.5962,25538.1684,32756.2698,21792.8304
72,32,0.0056393842402072,21967.5156,21732.3342,22686.340199999995,37980.638399999996,23101.990199999997,17677.9464,32756.2698,35063.7342
73,2694,0.0068587105624142,17244.0792,21732.3342,29502.7554,37980.638399999996,20539.3422,25538.1684,32756.2698,23580.227399999996
74,6332,0.0062490474013107,24878.085599999995,34718.6682,29502.7554,37980.638399999996,20539.3422,25855.469999999998,32756.2698,35063.7342
75,3721,0.0060966316110349,17244.0792,34718.6682,22686.340199999995,37980.638399999996,34847.5962,25538.1684,32756.2698,21792.8304
76,2457,0.0054869684499314,17244.0792,21732.3342,41762.778,37980.638399999996,23101.990199999997,17677.9464,31485.513,23580.227399999996
77,2637,0.0057918000304831,17244.0792,21732.3342,41762.778,18437.5302,23101.990199999997,25538.1684,31485.513,23580.227399999996
78,3242,0.0053345526596555,17244.0792,18191.3838,41762.778,36667.164,20539.3422,17677.9464,31485.513,35063.7342
79,6087,0.0054869684499314,24878.085599999995,34718.6682,41762.778,37980.638399999996,20539.3422,25855.469999999998,32756.2698,23580.227399999996
80,3680,0.0051821368693796,17244.0792,34718.6682,22686.340199999995,37980.638399999996,23101.990199999997,17677.9464,27149.8092,35063.7342
81,2134,0.0057918000304831,21967.5156,34718.6682,29502.7554,18437.5302,23101.990199999997,17677.9464,31485.513,21792.8304
82,943,0.0054869684499314,21967.5156,18191.3838,22686.340199999995,18437.5302,23101.990199999997,25538.1684,27149.8092,21792.8304
83,1996,0.0050297210791037,21967.5156,34718.6682,29502.7554,37980.638399999996,23101.990199999997,25538.1684,27149.8092,21792.8304
84,3875,0.0054869684499314,17244.0792,34718.6682,22686.340199999995,18437.5302,34847.5962,25855.469999999998,32756.2698,35063.7342
85,2952,0.0060966316110349,17244.0792,18191.3838,22686.340199999995,37980.638399999996,23101.990199999997,25855.469999999998,31485.513,23580.227399999996
86,2741,0.0054869684499314,17244.0792,21732.3342,29502.7554,37980.638399999996,34847.5962,25855.469999999998,32756.2698,35063.7342
87,5765,0.0050297210791037,24878.085599999995,18191.3838,29502.7554,18437.5302,20539.3422,25855.469999999998,32756.2698,35063.7342
88,2914,0.0053345526596555,17244.0792,21732.3342,29502.7554,18437.5302,34847.5962,25538.1684,27149.8092,21792.8304
89,1362,0.0062490474013107,21967.5156,18191.3838,29502.7554,36667.164,34847.5962,25855.469999999998,32756.2698,23580.227399999996
