time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,G(i)_POA
20180627:0610,445.56,115.6,11.83,40.73,23.03,1.1,0,572.99
20180627:0710,614.2,138.11,14.63,52.17,24.62,0.55,0,766.94
20180627:0810,753.11,147.99,16.82,62.95,26.08,1.38,0,917.92
20180627:0910,834.61,153.03,18.08,71.41,27.22,1.93,0,1005.72
20180627:1010,686.43,254.12,17.14,73.27,27.84,2.21,0,957.69
20180627:1110,183.01,433.12,11.72,66.85,28.44,2.69,0,627.85
20180627:1210,150.62,387.99,10.4,56.7,28.92,3.17,0,549.01
20180627:1310,0,166.35,3.31,45.43,28.89,3.38,0,169.66
20180627:1410,0,42.72,0.85,33.9,28.63,3.24,0,43.57
20180627:1510,0,46.36,0.92,22.47,28.08,3.79,0,47.28
20180627:1610,0,55.66,1.18,11.41,26.86,2.55,0,56.84
20180627:1710,0,0,0,0,25.37,1.59,0,0
20180627:1810,0,0,0,0,23.53,1.66,0,0
20180627:1910,0,0,0,0,21.52,1.66,0,0
20180627:2010,0,0,0,0,20.09,1.72,0,0
20180627:2110,0,0,0,0,18.76,1.86,0,0
20180627:2210,0,0,0,0,17.66,1.93,0,0
20180627:2310,0,0,0,0,17.13,2,0,0
20180628:0010,0,0,0,0,16.69,2.07,0,0
20180628:0110,0,0,0,0,16.62,2.07,0,0
20180628:0210,0,0,0,0,16.13,2.07,0,0
20180628:0310,0,39.39,0.83,7,16.38,1.66,0,40.22
20180628:0410,50.96,72.47,4.54,17.84,18.61,1.1,0,127.97
20180628:0510,237.95,97.54,8.32,29.14,22.54,1.38,0,343.81
20180628:0610,434.72,124.1,11.76,40.67,24.12,1.93,0,570.58
20180628:0710,595.99,152.78,14.54,52.11,25.93,2.07,0,763.31
20180628:0810,743.78,158.02,16.82,62.88,27.19,2.69,0,918.62
20180628:0910,845.79,152.09,18.27,71.35,28.16,3.45,0,1016.15
20180628:1010,837.74,164.56,18.28,73.23,28.95,3.93,0,1020.58
20180628:1110,816.22,144.06,17.74,66.84,29.47,4.21,0,978.02
20180628:1210,696.15,137.03,15.88,56.71,29.7,4.28,0,849.06
20180628:1310,487.23,148.15,12.82,45.45,29.69,4.34,0,648.2
20180628:1410,303.54,120.04,9.6,33.91,29.36,4.34,0,433.18
20180628:1510,114.82,89.79,6,22.48,28.57,4.41,0,210.61
20180628:1610,0,55.66,1.18,11.42,27.11,3.86,0,56.84
20180628:1710,0,0,0,0,25,3.38,0,0
20180628:1810,0,0,0,0,23.21,2.55,0,0
20180628:1910,0,0,0,0,22.24,2.41,0,0
20180628:2010,0,0,0,0,21.04,2.48,0,0
20180628:2110,0,0,0,0,20.06,2.9,0,0
20180628:2210,0,0,0,0,18.99,3.03,0,0
20180628:2310,0,0,0,0,17.83,3.03,0,0
20180629:0010,0,0,0,0,17.01,2.76,0,0
20180629:0110,0,0,0,0,16.2,2.41,0,0
20180629:0210,0,0,0,0,15.55,2,0,0
20180629:0310,0,39.39,0.83,6.93,15.04,1.66,0,40.22
20180629:0410,47.08,76.66,4.41,17.77,16.47,1.86,0,128.15
20180629:0510,144.14,164.74,7.16,29.08,18.2,2.97,0,316.04
20180629:0610,264.63,229.25,10.13,40.61,19.71,3.66,0,504.01
20180629:0710,489.36,218.57,13.67,52.04,21,3.86,0,721.6
20180629:0810,724.86,166.02,16.6,62.82,22.13,3.66,0,907.48
20180629:0910,705.52,236.12,17.2,71.28,23.42,3.86,0,958.84
20180629:1010,601.26,306.5,16.55,73.2,24.38,4.07,0,924.31
20180629:1110,444.43,354.37,14.78,66.84,25.11,4.48,0,813.58
20180629:1210,627.87,175.55,15.26,56.72,25.47,4.69,0,818.68
20180629:1310,81.14,322.3,7.99,45.46,25.63,4.48,0,411.43
20180629:1410,338.57,96.97,9.96,33.92,25.72,4.34,0,445.5
20180629:1510,118.38,85.5,6.02,22.49,25.45,4.21,0,209.9
20180629:1610,0,53.1,1.12,11.42,24.79,3.79,0,54.22
20180629:1710,0,0,0,0,23.29,3.24,0,0
20180629:1810,0,0,0,0,21.41,2.97,0,0
20180629:1910,0,0,0,0,20.23,2.41,0,0
20180629:2010,0,0,0,0,19.15,1.79,0,0
20180629:2110,0,0,0,0,17.8,1.31,0,0
20180629:2210,0,0,0,0,18.2,0.97,0,0
20180629:2310,0,0,0,0,18.49,0.41,0,0
20180630:0010,0,0,0,0,17.97,0.07,0,0
20180630:0110,0,0,0,0,17.43,0.21,0,0
20180630:0210,0,0,0,0,16.93,0.55,0,0
20180630:0310,0,5.99,0.13,6.86,16.48,0.76,0,6.12
20180630:0410,0.33,84.44,1.7,17.7,17.32,0.55,0,86.47
20180630:0510,26.9,200.86,4.72,29.01,19.87,1.17,0,232.48
20180630:0610,280.78,219.14,10.27,40.54,21.39,1.72,0,510.19
20180630:0710,56.25,349.96,7.99,51.98,22.56,1.66,0,414.2
20180630:0810,634.61,223.35,15.95,62.74,23.81,3.03,0,873.91
20180630:0910,192.98,449.2,12.15,71.21,24.06,3.72,0,654.33
20180630:1010,209.44,453.42,12.5,73.15,24.5,3.86,0,675.36
20180630:1110,112.16,431.22,10.47,66.82,25.14,3.93,0,553.85
20180630:1210,336.85,338.11,12.8,56.72,25.25,4.28,0,687.76
20180630:1310,56.51,315.58,7.38,45.46,25.32,4.55,0,379.47
20180630:1410,91.52,238.4,6.89,33.93,24.95,4.76,0,336.81
20180630:1510,126.73,78.28,6.15,22.5,24.62,4.83,0,211.16
20180630:1610,0,59.09,1.25,11.42,23.84,4.21,0,60.34
20180630:1710,0,0,0,0,22.58,2.62,0,0
20180630:1810,0,0,0,0,21.24,1.66,0,0
20180630:1910,0,0,0,0,20.12,2.07,0,0
20180630:2010,0,0,0,0,18.83,2.28,0,0
20180630:2110,0,0,0,0,17.65,2.21,0,0
20180630:2210,0,0,0,0,16.4,1.72,0,0
20180630:2310,0,0,0,0,16.94,1.1,0,0
20180701:0010,0,0,0,0,17.49,0.97,0,0
20180701:0110,0,0,0,0,16.18,1.1,0,0
20180701:0210,0,0,0,0,15.66,1.1,0,0
20180701:0310,0,37.68,0.8,6.79,16.05,0.9,0,38.48
20180701:0410,61.47,54.67,4.81,17.63,16.85,0.69,0,120.95
20180701:0510,257.35,82.99,8.54,28.94,19.42,1.52,0,348.88
20180701:0610,456.44,109.97,11.94,40.47,21.04,2.14,0,578.35
20180701:0710,605.27,145.11,14.56,51.9,22.5,1.79,0,764.94
20180701:0810,796.19,127.14,17.22,62.67,23.97,2.07,0,940.55
20180701:0910,870.94,137.06,18.43,71.14,25.25,2.48,0,1026.43
20180701:1010,886.79,137.39,18.66,73.1,26.29,2.9,0,1042.84
20180701:1110,538.81,308.85,15.61,66.8,27.04,3.03,0,863.27
20180701:1210,313.56,349.59,12.59,56.71,27.43,3.1,0,675.74
20180701:1310,83.98,323.43,8.07,45.47,27.49,3.66,0,415.48
20180701:1410,328.97,104.53,9.86,33.93,27.35,4.14,0,443.36
20180701:1510,137.28,70.93,6.35,22.5,26.82,4.41,0,214.56
20180701:1610,0,63.37,1.34,11.42,25.61,3.79,0,64.71
20180701:1710,0,0,0,0,24.35,3.03,0,0
20180701:1810,0,0,0,0,22.8,2.97,0,0
20180701:1910,0,0,0,0,22.09,2.62,0,0
20180701:2010,0,0,0,0,20.7,2.83,0,0
20180701:2110,0,0,0,0,19.49,2.76,0,0
20180701:2210,0,0,0,0,18.52,2.69,0,0
20180701:2310,0,0,0,0,17.87,2.55,0,0
20180702:0010,0,0,0,0,17.3,2.41,0,0
20180702:0110,0,0,0,0,16.76,2.28,0,0
20180702:0210,0,0,0,0,16.17,2.14,0,0
20180702:0310,0,35.97,0.76,6.71,15.74,1.93,0,36.73
20180702:0410,49.11,70.86,4.45,17.55,17.25,1.86,0,124.42
20180702:0510,233.3,97.71,8.19,28.86,19.51,2.48,0,339.2
20180702:0610,435.65,120.5,11.68,40.39,21.55,2.34,0,567.83
20180702:0710,504.15,208.23,13.74,51.83,23.72,2.41,0,726.12
20180702:0810,517.66,291.66,15.03,62.59,25.35,2.48,0,824.35
20180702:0910,687.21,247.19,17.04,71.05,26.76,2.69,0,951.44
20180702:1010,373,412.76,14.49,73.04,27.79,2.69,0,800.25
20180702:1110,254.01,423.6,12.73,66.78,28.34,2.76,0,690.34
20180702:1210,95.49,386.11,9.37,56.71,28.55,2.83,0,490.97
20180702:1310,361.16,227.29,11.7,45.46,28.91,2.76,0,600.15
20180702:1410,282.51,135.37,9.35,33.93,28.9,2.83,0,427.23
20180702:1510,131.95,75.6,6.24,22.49,28.22,3.31,0,213.79
20180702:1610,0,63.37,1.34,11.41,27.06,3.79,0,64.71
20180702:1710,0,0,0,0,25.48,3.79,0,0
20180702:1810,0,0,0,0,23.55,3.66,0,0
20180702:1910,0,0,0,0,22.45,3.52,0,0
20180702:2010,0,0,0,0,21.32,3.24,0,0
20180702:2110,0,0,0,0,20.49,3.1,0,0
20180702:2210,0,0,0,0,19.71,2.9,0,0
20180702:2310,0,0,0,0,18.9,2.76,0,0
20180703:0010,0,0,0,0,18.16,2.55,0,0
20180703:0110,0,0,0,0,17.46,2.34,0,0
20180703:0210,0,0,0,0,16.83,2.14,0,0
20180703:0310,0,36.82,0.78,6.63,16.35,2,0,37.6
20180703:0410,59.36,55.63,4.74,17.47,17.62,2.21,0,119.73
20180703:0510,245.87,90.29,8.37,28.79,19.55,2.69,0,344.53
20180703:0610,447,115.75,11.83,40.31,21.57,2.69,0,574.58
20180703:0710,634.86,130.53,14.85,51.75,23.86,2.76,0,780.24
20180703:0810,698.83,187.22,16.46,62.51,25.48,2.83,0,902.51
20180703:0910,820,167.59,18.01,70.97,26.8,2.9,0,1005.6
20180703:1010,834.77,169,18.25,72.97,27.89,2.97,0,1022.02
20180703:1110,826.3,141.41,17.81,66.75,28.69,2.97,0,985.52
20180703:1210,743.91,113.58,16.29,56.69,29.34,2.97,0,873.78
20180703:1310,555.79,111.02,13.46,45.46,29.65,2.9,0,680.27
20180703:1410,333.35,104.65,9.93,33.92,29.61,2.83,0,447.93
20180703:1510,133.01,75.63,6.26,22.48,29.25,2.83,0,214.9
20180703:1610,0,63.37,1.34,11.4,28.46,2.83,0,64.71
20180703:1710,0,0,0,0,26.46,3.03,0,0
20180703:1810,0,0,0,0,24.08,3.59,0,0
20180703:1910,0,0,0,0,22.68,3.59,0,0
20180703:2010,0,0,0,0,21.37,3.45,0,0
20180703:2110,0,0,0,0,20.53,3.31,0,0
20180703:2210,0,0,0,0,19.72,3.03,0,0
20180703:2310,0,0,0,0,18.87,2.69,0,0
20180704:0010,0,0,0,0,18.05,2.48,0,0
20180704:0110,0,0,0,0,17.25,2.34,0,0
20180704:0210,0,0,0,0,16.5,2.21,0,0
20180704:0310,0,33.4,0.71,6.54,15.94,2,0,34.11
20180704:0410,62.41,51.7,4.85,17.39,17.24,1.93,0,118.96
20180704:0510,261.95,81.08,8.61,28.7,19.5,2.55,0,351.64
20180704:0610,465.18,108.12,12.06,40.23,21.37,2.62,0,585.36
20180704:0710,651.17,124.68,15.05,51.67,23.31,3.03,0,790.9
20180704:0810,789.42,138.39,17.25,62.42,24.94,3.03,0,945.06
20180704:0910,899.74,129.15,18.77,70.87,26.38,3.38,0,1047.66
20180704:1010,916.82,128.45,19.01,72.9,27.57,3.59,0,1064.28
20180704:1110,881.96,114.15,18.34,66.71,28.48,3.72,0,1014.45
20180704:1210,760.89,107.67,16.49,56.67,29.07,3.79,0,885.05
20180704:1310,571.7,105.27,13.65,45.44,29.31,3.93,0,690.62
20180704:1410,353.43,94.46,10.18,33.91,29.11,4.07,0,458.07
20180704:1510,139.45,72.69,6.4,22.47,28.46,4.28,0,218.54
20180704:1610,0,63.37,1.34,11.38,27.22,4.41,0,64.71
20180704:1710,0,0,0,0,25.14,4.41,0,0
20180704:1810,0,0,0,0,22.89,4.21,0,0
20180704:1910,0,0,0,0,21.18,3.79,0,0
20180704:2010,0,0,0,0,19.87,3.1,0,0
20180704:2110,0,0,0,0,18.93,2.83,0,0
20180704:2210,0,0,0,0,18.08,2.55,0,0
20180704:2310,0,0,0,0,17.23,2.28,0,0
20180705:0010,0,0,0,0,16.34,2.14,0,0
20180705:0110,0,0,0,0,15.38,2,0,0
20180705:0210,0,0,0,0,14.35,1.86,0,0
20180705:0310,0,35.11,0.74,6.45,13.58,1.72,0,35.85
20180705:0410,61.88,51.67,4.83,17.3,15.63,1.52,0,118.38
20180705:0510,255.96,84.75,8.52,28.62,18.74,2.34,0,349.23
20180705:0610,459.74,111.04,11.99,40.15,20.39,2.76,0,582.77
20180705:0710,643.49,129.67,14.97,51.58,22.17,2.97,0,788.13
20180705:0810,791.15,137.47,17.25,62.33,23.74,3.31,0,945.87
20180705:0910,901.6,128.22,18.77,70.78,25.12,3.52,0,1048.59
20180705:1010,906.83,135.69,18.93,72.82,26.27,3.72,0,1061.45
20180705:1110,873.12,120.33,18.27,66.67,27.18,3.93,0,1011.72
20180705:1210,737.18,122.71,16.29,56.65,27.75,4.21,0,876.18
20180705:1310,551.26,117.94,13.46,45.43,27.95,4.34,0,682.66
20180705:1410,336.35,105.72,9.98,33.9,27.72,4.41,0,452.05
20180705:1510,136.79,75.5,6.35,22.45,27.03,4.55,0,218.64
20180705:1610,0,63.37,1.34,11.35,25.8,4.48,0,64.71
20180705:1710,0,0,0,0,23.95,4,0,0
20180705:1810,0,0,0,0,21.86,3.72,0,0
20180705:1910,0,0,0,0,20.36,3.24,0,0
20180705:2010,0,0,0,0,19.01,2.69,0,0
20180705:2110,0,0,0,0,17.88,2.28,0,0
20180705:2210,0,0,0,0,16.87,2.21,0,0
20180705:2310,0,0,0,0,16.01,2.14,0,0
20180706:0010,0,0,0,0,15.22,2.14,0,0
20180706:0110,0,0,0,0,14.44,2,0,0
20180706:0210,0,0,0,0,13.63,1.86,0,0
20180706:0310,0,35.11,0.74,6.36,13.01,1.59,0,35.85
20180706:0410,57.5,56.37,4.68,17.21,15.18,1.38,0,118.55
20180706:0510,246.54,89.46,8.36,28.53,18.06,1.72,0,344.36
20180706:0610,443.33,118.78,11.77,40.06,19.97,1.59,0,573.88
20180706:0710,613.62,143.54,14.63,51.49,21.93,2,0,771.79
20180706:0810,775.51,144.61,17.07,62.23,23.58,2.34,0,937.19
20180706:0910,872.85,142.57,18.48,70.67,25.09,2.69,0,1033.9
20180706:1010,877.01,150.06,18.63,72.73,26.3,2.83,0,1045.7
20180706:1110,845.68,134.64,17.99,66.62,27.25,2.9,0,998.31
20180706:1210,752.42,111.87,16.37,56.62,27.87,2.9,0,880.66
20180706:1310,547.72,119.06,13.38,45.41,28.18,2.97,0,680.16
20180706:1410,348.03,98.42,10.09,33.88,28.11,2.97,0,456.54
20180706:1510,116.28,93.25,5.99,22.43,27.76,2.9,0,215.52
20180706:1610,0,64.23,1.36,11.32,27.14,2.9,0,65.59
20180706:1710,0,0,0,0,25.56,2.55,0,0
20180706:1810,0,0,0,0,23.44,3.03,0,0
20180706:1910,0,0,0,0,21.82,3.17,0,0
20180706:2010,0,0,0,0,20.5,2.9,0,0
20180706:2110,0,0,0,0,19.47,2.76,0,0
20180706:2210,0,0,0,0,18.71,2.76,0,0
20180706:2310,0,0,0,0,18.09,2.69,0,0
20180707:0010,0,0,0,0,17.47,2.69,0,0
20180707:0110,0,0,0,0,16.78,2.62,0,0
20180707:0210,0,0,0,0,16.13,2.34,0,0
20180707:0310,0,32.54,0.69,6.27,15.59,2.07,0,33.23
20180707:0410,50.58,63.57,4.43,17.12,16.75,2.21,0,118.58
20180707:0510,232.98,96.96,8.14,28.45,18.8,2.69,0,338.08
20180707:0610,437.96,119.87,11.66,39.98,20.92,2.55,0,569.49
20180707:0710,624.56,134.82,14.67,51.4,23.03,2.14,0,774.05
20180707:0810,725.92,168.73,16.57,62.13,24.53,1.31,0,911.22
20180707:0910,655.86,270.42,16.82,70.56,25.83,1.03,0,943.1
20180707:1010,376.86,415.52,14.56,72.63,26.95,1.03,0,806.94
20180707:1110,389.97,382.81,14.27,66.56,28.08,1.1,0,787.05
20180707:1210,253.06,372.67,11.88,56.59,28.94,1.24,0,637.61
20180707:1310,91.89,325.03,8.23,45.38,29.26,1.59,0,425.15
20180707:1410,193.55,197.51,8.41,33.85,29.36,2.07,0,399.47
20180707:1510,19.55,152.79,3.74,22.4,29.15,2.55,0,176.08
20180707:1610,0,59.09,1.25,11.29,28.31,2.69,0,60.34
20180707:1710,0,0,0,0,26.84,2.07,0,0
20180707:1810,0,0,0,0,24.77,1.24,0,0
20180707:1910,0,0,0,0,22.49,1.59,0,0
20180707:2010,0,0,0,0,20.85,2.07,0,0
20180707:2110,0,0,0,0,19.56,2,0,0
20180707:2210,0,0,0,0,18.5,1.93,0,0
20180707:2310,0,0,0,0,17.69,2.14,0,0
20180708:0010,0,0,0,0,17.05,2.28,0,0
20180708:0110,0,0,0,0,16.42,2.28,0,0
20180708:0210,0,0,0,0,15.79,2.21,0,0
20180708:0310,0,26.55,0.56,6.17,15.4,2.14,0,27.11
20180708:0410,43.39,73.46,4.21,17.03,17.36,1.79,0,121.06
20180708:0510,227.06,99.01,8.01,28.35,20.99,2.34,0,334.08
20180708:0610,333.19,185.27,10.67,39.88,23.55,2.62,0,529.13
20180708:0710,603.07,144.75,14.41,51.31,25.61,2.34,0,762.23
20180708:0810,742.35,157.86,16.66,62.03,27.64,2.55,0,916.87
20180708:0910,252.94,440.39,12.95,70.45,29.32,3.17,0,706.28
20180708:1010,374.33,413.54,14.47,72.53,30.08,3.79,0,802.34
20180708:1110,622.6,264.14,16.2,66.5,30.61,4.28,0,902.94
20180708:1210,502.11,258,14.27,56.55,30.72,4.34,0,774.38
20180708:1310,200.21,306.09,9.95,45.35,30.65,3.86,0,516.25
20180708:1410,219.08,180.94,8.66,33.82,30.45,3.52,0,408.68
20180708:1510,32.19,152.88,4.2,22.37,29.86,3.38,0,189.27
20180708:1610,0,49.67,1.05,11.25,29.11,3.38,0,50.72
20180708:1710,0,0,0,0,27.5,3.52,0,0
20180708:1810,0,0,0,0,25.48,3.52,0,0
20180708:1910,0,0,0,0,24.15,2.9,0,0
20180708:2010,0,0,0,0,22.87,2.28,0,0
20180708:2110,0,0,0,0,21.73,2.21,0,0
20180708:2210,0,0,0,0,20.69,2,0,0
20180708:2310,0,0,0,0,19.67,1.79,0,0
20180709:0010,0,0,0,0,18.68,1.66,0,0
20180709:0110,0,0,0,0,17.56,1.52,0,0
20180709:0210,0,0,0,0,17.06,1.31,0,0
20180709:0310,0,29.12,0.61,6.07,17.1,0.97,0,29.73
20180709:0410,29.83,92.09,3.76,16.93,18.7,0.62,0,125.68
20180709:0510,191.25,123.24,7.54,28.26,21.59,0.97,0,322.03
20180709:0610,406.05,134.42,11.23,39.79,24.02,1.17,0,551.7
20180709:0710,597.39,145.86,14.31,51.21,26.79,1.17,0,757.56
20180709:0810,727.75,162.97,16.46,61.93,27.78,0.28,0,907.18
20180709:0910,203.6,445.96,12.23,70.33,28.3,1.03,0,661.79
20180709:1010,0,239.07,4.76,72.43,29.02,1.59,0,243.83
20180709:1110,39.4,391.34,8.45,66.43,29.76,2.14,0,439.19
20180709:1210,0,238.16,4.74,56.5,30.25,2.55,0,242.9
20180709:1310,61.79,316.13,7.47,45.31,30.24,2.69,0,385.39
20180709:1410,0,121.81,2.42,33.79,30.2,3.17,0,124.23
20180709:1510,0,99.99,1.99,22.33,29.62,3.52,0,101.98
20180709:1610,0,65.08,1.37,11.21,28.69,3.79,0,66.45
20180709:1710,0,0,0,0,27.24,3.1,0,0
20180709:1810,0,0,0,0,25.78,2.97,0,0
20180709:1910,0,0,0,0,23.98,3.38,0,0
20180709:2010,0,0,0,0,22.75,2.9,0,0
20180709:2110,0,0,0,0,21.84,2.62,0,0
20180709:2210,0,0,0,0,20.96,2.14,0,0
20180709:2310,0,0,0,0,20.05,2.07,0,0
20180710:0010,0,0,0,0,19.2,2,0,0
20180710:0110,0,0,0,0,18.44,1.93,0,0
20180710:0210,0,0,0,0,17.71,1.93,0,0
20180710:0310,0,30.83,0.65,5.96,17.16,1.79,0,31.48
20180710:0410,46.11,66.93,4.25,16.83,18.96,1.59,0,117.29
20180710:0510,224.34,99.25,7.92,28.16,22.27,1.93,0,331.51
20180710:0610,419.51,126.92,11.36,39.7,24.94,2.21,0,557.79
20180710:0710,600.14,145.01,14.32,51.11,27.35,2.14,0,759.47
20180710:0810,740.44,157.11,16.57,61.82,29,2.07,0,914.12
20180710:0910,675.25,255.16,16.84,70.21,30.35,1.72,0,947.25
20180710:1010,346.37,421.66,14.12,72.31,31.45,1.1,0,782.15
20180710:1110,95.68,426.49,10.07,66.36,32.4,0.48,0,532.24
20180710:1210,593.57,202.46,14.92,56.45,32.57,0.34,0,810.95
20180710:1310,1.79,220.96,4.43,45.27,33.01,0.55,0,227.18
20180710:1410,196.64,193.37,8.36,33.75,32.77,1.17,0,398.37
20180710:1510,118.37,90.41,5.91,22.29,32.45,2,0,214.69
20180710:1610,0,66.8,1.41,11.16,31.45,2.55,0,68.21
20180710:1710,0,0,0,0,29.72,2.9,0,0
20180710:1810,0,0,0,0,27.6,3.38,0,0
20180710:1910,0,0,0,0,25.81,4.14,0,0
20180710:2010,0,0,0,0,23.99,3.59,0,0
20180710:2110,0,0,0,0,22.96,3.17,0,0
20180710:2210,0,0,0,0,22.17,2.76,0,0
20180710:2310,0,0,0,0,21.52,2.21,0,0
20180711:0010,0,0,0,0,20.6,1.93,0,0
20180711:0110,0,0,0,0,19.65,1.79,0,0
20180711:0210,0,0,0,0,18.72,1.72,0,0
20180711:0310,0,0,0,0,18.03,1.66,0,0
20180711:0410,0,0,0,0,19.83,1.72,0,0
20180711:0510,0,0,0,0,22.4,2.34,0,0
20180711:0610,0,0,0,0,24.73,2.48,0,0
20180711:0710,0,0,0,0,27.41,2.9,0,0
20180711:0810,723.95,163.23,16.35,61.7,29.39,2.76,0,903.53
20180711:0910,827.58,158.39,17.83,70.08,30.91,2.48,0,1003.8
20180711:1010,301.88,432.1,13.56,72.19,31.9,2.34,0,747.54
20180711:1110,164.97,433.41,11.36,66.28,32.81,2,0,609.74
20180711:1210,35.43,351.62,7.61,56.4,33.19,1.59,0,394.66
20180711:1310,142.06,317.75,9.02,45.23,33.25,1.66,0,468.83
20180711:1410,10.25,205.56,4.32,33.7,33,2.07,0,220.13
20180711:1510,116.71,90.77,5.84,22.24,32.86,2.69,0,213.32
20180711:1610,0,11.13,0.24,11.1,32.01,3.1,0,11.37
20180711:1710,0,0,0,0,30.16,3.66,0,0
20180711:1810,0,0,0,0,28,4.41,0,0
20180711:1910,0,0,0,0,26.95,4.21,0,0
20180711:2010,0,0,0,0,25.54,3.86,0,0
20180711:2110,0,0,0,0,24.36,3.52,0,0
20180711:2210,0,0,0,0,23.21,3.31,0,0
20180711:2310,0,0,0,0,22.24,3.1,0,0
20180712:0010,0,0,0,0,21.37,2.9,0,0
20180712:0110,0,0,0,0,20.65,2.83,0,0
20180712:0210,0,0,0,0,20.09,2.9,0,0
20180712:0310,0,4.28,0.09,5.74,19.62,2.9,0,4.37
20180712:0410,0.32,78.98,1.59,16.62,20.42,3.1,0,80.89
20180712:0510,150.4,149.02,6.94,27.96,22.14,3.52,0,306.36
20180712:0610,377.4,150.01,10.87,39.5,24.23,3.72,0,538.28
20180712:0710,541.32,177.51,13.74,50.9,25.88,3.79,0,732.57
20180712:0810,708.45,171.36,16.19,61.59,27.63,3.72,0,896
20180712:0910,824.81,158.53,17.76,69.94,29.25,3.52,0,1001.1
20180712:1010,805.89,179.19,17.72,72.06,30.35,2.9,0,1002.8
20180712:1110,511.53,319.5,15.16,66.19,31.13,2.9,0,846.19
20180712:1210,437.38,288.37,13.56,56.34,31.45,2.9,0,739.31
20180712:1310,497.39,141.32,12.64,45.18,31.6,3.03,0,651.35
20180712:1410,318.79,112.63,9.55,33.65,31.37,3.1,0,440.97
20180712:1510,120.6,87.24,5.88,22.18,29.88,4.07,0,213.72
20180712:1610,0,44.53,0.94,11.04,27.74,4.48,0,45.47
20180712:1710,0,0,0,0,26.57,3.66,0,0
20180712:1810,0,0,0,0,25.25,3.72,0,0
20180712:1910,0,0,0,0,23.54,3.86,0,0
20180712:2010,0,0,0,0,22.44,3.17,0,0
20180712:2110,0,0,0,0,21.59,2.62,0,0
20180712:2210,0,0,0,0,20.83,2.28,0,0
20180712:2310,0,0,0,0,20.1,2.07,0,0
20180713:0010,0,0,0,0,19.37,2,0,0
20180713:0110,0,0,0,0,18.65,1.86,0,0
20180713:0210,0,0,0,0,17.85,1.79,0,0
20180713:0310,0,28.26,0.6,5.63,17.12,1.66,0,28.86
20180713:0410,41.51,71.28,4.07,16.52,18.72,1.52,0,116.86
20180713:0510,210.34,108.76,7.7,27.86,21.07,2.14,0,326.8
20180713:0610,409.89,133.02,11.21,39.39,23.05,2.41,0,554.12
20180713:0710,586.29,155.25,14.18,50.8,25.39,2.21,0,755.72
20180713:0810,736.02,162.59,16.51,61.47,27.04,2.21,0,915.12
20180713:0910,760.16,206.22,17.42,69.8,28.44,2.28,0,983.8
20180713:1010,668.79,274.14,16.95,71.93,29.59,2.34,0,959.88
20180713:1110,511.38,327.67,15.28,66.09,30.42,2.48,0,854.33
20180713:1210,611.17,196.24,15.06,56.27,31.01,2.55,0,822.47
20180713:1310,464.18,170.39,12.5,45.12,31.3,2.55,0,647.07
20180713:1410,211.84,187.35,8.54,33.6,31.23,2.62,0,407.73
20180713:1510,74.27,129.56,5.15,22.13,31.02,2.69,0,208.98
20180713:1610,0,56.52,1.19,10.98,30.2,3.45,0,57.71
20180713:1710,0,0,0,0,27.88,4.62,0,0
20180713:1810,0,0,0,0,25.02,4.69,0,0
20180713:1910,0,0,0,0,24.12,4.34,0,0
20180713:2010,0,0,0,0,22.45,4.07,0,0
20180713:2110,0,0,0,0,21.41,3.66,0,0
20180713:2210,0,0,0,0,20.52,3.24,0,0
20180713:2310,0,0,0,0,20.06,2.83,0,0
20180714:0010,0,0,0,0,19.42,2.55,0,0
20180714:0110,0,0,0,0,18.82,2.28,0,0
20180714:0210,0,0,0,0,18.17,2.07,0,0
20180714:0310,0,5.14,0.11,5.51,17.66,1.93,0,5.25
20180714:0410,20.75,98.96,3.33,16.41,18.44,2.28,0,123.04
20180714:0510,153.93,147.28,6.98,27.75,20.07,2.62,0,308.19
20180714:0610,296.47,201.97,10.13,39.29,21.89,2.83,0,508.57
20180714:0710,358.43,284.53,12.23,50.69,23.34,3.38,0,655.19
20180714:0810,369.61,358.99,13.47,61.35,24.55,3.66,0,742.07
20180714:0910,374.19,401.75,14.2,69.66,25.75,3.52,0,790.14
20180714:1010,363.56,413.78,14.21,71.79,26.41,3.31,0,791.55
20180714:1110,36.73,387.54,8.32,66,26.92,3.17,0,432.59
20180714:1210,0,139.99,2.79,56.2,27.12,3.38,0,142.78
20180714:1310,17.2,277.24,5.84,45.06,26.7,3.52,0,300.28
20180714:1410,183.04,200.52,8.12,33.54,26.58,4,0,391.68
20180714:1510,1.12,109.9,2.22,22.06,24.57,5.38,0,113.24
20180714:1610,0,62.52,1.32,10.91,22.44,5.17,0,63.84
20180714:1710,0,0,0,0,21.48,4.21,0,0
20180714:1810,0,0,0,0,20.76,3.45,0,0
20180714:1910,0,0,0,0,20.33,3.66,0,0
20180714:2010,0,0,0,0,19.39,3.45,0,0
20180714:2110,0,0,0,0,18.54,3.17,0,0
20180714:2210,0,0,0,0,17.78,2.97,0,0
20180714:2310,0,0,0,0,17.15,2.9,0,0
20180715:0010,0,0,0,0,16.76,2.83,0,0
20180715:0110,0,0,0,0,16.35,2.69,0,0
20180715:0210,0,0,0,0,15.89,2.41,0,0
20180715:0310,0,28.26,0.6,5.39,15.64,2.21,0,28.86
