time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,G(i)_POA
20181105:0410,0,0,0,0,3.22,2.28,0,0
20181105:0510,179.49,64.44,1.88,7.63,3.42,2.14,0,245.81
20181105:0610,407.48,113.6,5.12,17.31,6.58,1.59,0,526.2
20181105:0710,595.06,143.26,7.9,25.48,10.83,2.62,0,746.22
20181105:0810,735.24,157.34,9.91,31.45,12.68,3.24,0,902.49
20181105:0910,776.44,176.03,10.78,34.48,14.09,3.45,0,963.25
20181105:1010,794.72,162.38,10.76,34.07,15.13,3.52,0,967.86
20181105:1110,632.74,186.69,9.21,30.3,15.81,3.45,0,828.64
20181105:1210,453.49,172.92,6.87,23.74,16.08,3.38,0,633.28
20181105:1310,307.11,118.82,4.2,15.16,15.83,3.1,0,430.13
20181105:1410,104.96,40.66,1.1,5.22,14.42,2.21,0,146.72
20181105:1510,0,0,0,0,12.07,2.21,0,0
20181105:1610,0,0,0,0,10.03,2.07,0,0
20181105:1710,0,0,0,0,7.99,1.86,0,0
20181105:1810,0,0,0,0,6.59,1.72,0,0
20181105:1910,0,0,0,0,8.07,1.38,0,0
20181105:2010,0,0,0,0,7.65,1.38,0,0
20181105:2110,0,0,0,0,6.97,1.45,0,0
20181105:2210,0,0,0,0,6.59,1.45,0,0
20181105:2310,0,0,0,0,6.17,1.45,0,0
20181106:0010,0,0,0,0,5.92,1.38,0,0
20181106:0110,0,0,0,0,5.52,1.45,0,0
20181106:0210,0,0,0,0,5.03,1.45,0,0
20181106:0310,0,0,0,0,4.43,1.52,0,0
20181106:0410,0,0,0,0,3.77,1.59,0,0
20181106:0510,69.11,63.19,1.39,7.41,3.38,1.59,0,133.69
20181106:0610,382.26,116.31,4.9,17.06,7,0.83,0,503.47
20181106:0710,0,0,0,0,9.98,1.1,0,0
20181106:0810,706.08,161.76,9.62,31.16,11.71,1.52,0,877.46
20181106:0910,785.89,163.29,10.65,34.18,12.94,1.66,0,959.83
20181106:1010,777.73,162.02,10.53,33.78,13.88,1.79,0,950.28
20181106:1110,681.09,159.27,9.26,30.02,14.49,1.93,0,849.62
20181106:1210,511.36,148,7,23.49,14.73,2.07,0,666.36
20181106:1310,348.51,104.28,4.27,14.94,14.56,2.07,0,457.06
20181106:1410,105.22,38.22,1.05,5.02,13.7,1.38,0,144.49
20181106:1510,0,0,0,0,11.84,1.45,0,0
20181106:1610,0,0,0,0,9.38,1.72,0,0
20181106:1710,0,0,0,0,7.47,1.86,0,0
20181106:1810,0,0,0,0,6.03,1.86,0,0
20181106:1910,0,0,0,0,5.04,1.79,0,0
20181106:2010,0,0,0,0,4.33,1.79,0,0
20181106:2110,0,0,0,0,3.91,1.79,0,0
20181106:2210,0,0,0,0,3.58,1.66,0,0
20181106:2310,0,0,0,0,3.05,1.66,0,0
20181107:0010,0,0,0,0,2.6,1.72,0,0
20181107:0110,0,0,0,0,2.28,1.66,0,0
20181107:0210,0,0,0,0,1.87,1.66,0,0
20181107:0310,0,0,0,0,1.46,1.66,0,0
20181107:0410,0,0,0,0,1.2,1.72,0,0
20181107:0510,68.05,61.16,1.34,7.18,1.35,1.59,0,130.55
20181107:0610,390.66,115.2,4.9,16.81,4.64,1.1,0,510.76
20181107:0710,0,0,0,0,8.1,1.31,0,0
20181107:0810,717.31,161.95,9.68,30.87,9.95,1.59,0,888.94
20181107:0910,798.74,163.45,10.72,33.88,11.37,1.38,0,972.91
20181107:1010,777.21,168.43,10.54,33.48,12.4,1.03,0,956.18
20181107:1110,692.3,159.46,9.31,29.75,13.05,0.9,0,861.07
20181107:1210,502.71,155.1,6.96,23.25,13.3,0.83,0,664.77
20181107:1310,323.27,112.6,4.14,14.73,13.17,0.83,0,440.01
20181107:1410,109.19,37.49,1.03,4.83,12.51,0.83,0,147.71
20181107:1510,0,0,0,0,10.57,1.1,0,0
20181107:1610,0,0,0,0,8.15,1.38,0,0
20181107:1710,0,0,0,0,6.59,1.52,0,0
20181107:1810,0,0,0,0,5.38,1.66,0,0
20181107:1910,0,0,0,0,4.63,1.52,0,0
20181107:2010,0,0,0,0,4.19,1.45,0,0
20181107:2110,0,0,0,0,3.9,1.38,0,0
20181107:2210,0,0,0,0,3.62,1.38,0,0
20181107:2310,0,0,0,0,3.38,1.38,0,0
20181108:0010,0,0,0,0,3.08,1.38,0,0
20181108:0110,0,0,0,0,2.86,1.45,0,0
20181108:0210,0,0,0,0,2.49,1.52,0,0
20181108:0310,0,0,0,0,2.14,1.52,0,0
20181108:0410,0,0,0,0,1.91,1.59,0,0
20181108:0510,60.85,57.79,1.25,6.96,1.96,1.52,0,119.89
20181108:0610,387.01,114.25,4.81,16.57,5.86,0.62,0,506.07
20181108:0710,580.11,141.65,7.58,24.67,8.72,0.69,0,729.34
20181108:0810,720.09,155.74,9.57,30.58,10.57,0.76,0,885.4
20181108:0910,788.2,162.07,10.54,33.59,11.82,0.83,0,960.81
20181108:1010,766.53,167.02,10.36,33.2,12.68,1.03,0,943.91
20181108:1110,669.1,165.6,9.11,29.48,13.21,1.1,0,843.81
20181108:1210,369.02,189.59,6.28,23.01,13.4,1.1,0,564.89
20181108:1310,186.1,130.03,3.45,14.52,13.2,1.17,0,319.58
20181108:1410,113.37,34.02,0.98,4.64,12.41,1.17,0,148.37
20181108:1510,0,0,0,0,10.64,1.1,0,0
20181108:1610,0,0,0,0,9.99,0.62,0,0
20181108:1710,0,0,0,0,9.38,0.76,0,0
20181108:1810,0,0,0,0,7.49,1.17,0,0
20181108:1910,0,0,0,0,4.78,1.66,0,0
20181108:2010,0,0,0,0,4.02,1.66,0,0
20181108:2110,0,0,0,0,3.55,1.66,0,0
20181108:2210,0,0,0,0,3.24,1.59,0,0
20181108:2310,0,0,0,0,3.07,1.59,0,0
20181109:0010,0,0,0,0,2.86,1.59,0,0
20181109:0110,0,0,0,0,2.5,1.66,0,0
20181109:0210,0,0,0,0,2.07,1.72,0,0
20181109:0310,0,0,0,0,1.66,1.79,0,0
20181109:0410,0,0,0,0,1.29,1.86,0,0
20181109:0510,6.26,35.65,0.72,6.73,1.34,1.72,0,42.63
20181109:0610,111.26,142.52,3.35,16.33,5.19,1.03,0,257.13
20181109:0710,303.18,213.22,6.2,24.4,8.93,1.03,0,522.6
20181109:0810,543.86,219,8.7,30.3,10.86,1.1,0,771.56
20181109:0910,516.08,259.07,9.22,33.3,11.94,0.76,0,784.37
20181109:1010,500.41,259.07,9.06,32.91,12.82,0.07,0,768.54
20181109:1110,59,227,4.9,29.22,13.35,0.83,0,290.9
20181109:1210,0,92.72,1.84,22.78,13.13,1.45,0,94.56
20181109:1310,0,60,1.19,14.31,12.55,1.66,0,61.19
20181109:1410,0,10,0.2,4.46,11.98,1.38,0,10.2
20181109:1510,0,0,0,0,10.62,1.45,0,0
20181109:1610,0,0,0,0,9.03,1.52,0,0
20181109:1710,0,0,0,0,7.23,1.79,0,0
20181109:1810,0,0,0,0,5.92,1.79,0,0
20181109:1910,0,0,0,0,5.68,1.52,0,0
20181109:2010,0,0,0,0,5.25,1.45,0,0
20181109:2110,0,0,0,0,4.69,1.45,0,0
20181109:2210,0,0,0,0,4.09,1.52,0,0
20181109:2310,0,0,0,0,3.67,1.52,0,0
20181110:0010,0,0,0,0,3.58,1.52,0,0
20181110:0110,0,0,0,0,3.37,1.52,0,0
20181110:0210,0,0,0,0,3.16,1.52,0,0
20181110:0310,0,0,0,0,3.05,1.52,0,0
20181110:0410,0,0,0,0,2.75,1.59,0,0
20181110:0510,0,13.64,0.27,6.51,2.68,1.52,0,13.91
20181110:0610,72.95,132.74,2.97,16.08,5.92,0.9,0,208.66
20181110:0710,301.86,210.17,6.11,24.14,8.92,1.59,0,518.14
20181110:0810,664.99,171.68,9.13,30.02,9.8,1.86,0,845.8
20181110:0910,758.14,168.65,10.22,33.01,11.33,1.93,0,937.01
20181110:1010,734.45,174.73,10.04,32.64,12.14,1.66,0,919.22
20181110:1110,688.01,149.82,8.99,28.97,12.79,1.17,0,846.82
20181110:1210,380.46,181.14,6.17,22.55,12.83,0.9,0,567.77
20181110:1310,341.94,100.85,4,14.11,12.85,0.97,0,446.79
20181110:1410,97.11,31.35,0.85,4.29,12.15,1.03,0,129.31
20181110:1510,0,0,0,0,10.44,1.45,0,0
20181110:1610,0,0,0,0,8.1,1.66,0,0
20181110:1710,0,0,0,0,6.11,1.72,0,0
20181110:1810,0,0,0,0,5.03,1.72,0,0
20181110:1910,0,0,0,0,4.57,1.59,0,0
20181110:2010,0,0,0,0,4.14,1.59,0,0
20181110:2110,0,0,0,0,3.69,1.59,0,0
20181110:2210,0,0,0,0,3.46,1.52,0,0
20181110:2310,0,0,0,0,3.51,1.45,0,0
20181111:0010,0,0,0,0,3.68,1.31,0,0
20181111:0110,0,0,0,0,3.68,1.31,0,0
20181111:0210,0,0,0,0,3.84,1.24,0,0
20181111:0310,0,0,0,0,3.89,1.24,0,0
20181111:0410,0,0,0,0,3.67,1.24,0,0
20181111:0510,43.21,49.59,1.03,6.29,3.46,1.31,0,93.83
20181111:0610,333.18,122.46,4.38,15.84,6.18,0.62,0,460.02
20181111:0710,545.67,148.43,7.2,23.88,8.73,0.69,0,701.3
20181111:0810,691.74,160.3,9.19,29.75,10.77,0.9,0,861.23
20181111:0910,770.91,163.1,10.22,32.73,12.14,0.97,0,944.23
20181111:1010,762.5,163.19,10.11,32.36,13.11,0.9,0,935.8
20181111:1110,708.08,143.15,9.04,28.72,13.61,0.9,0,860.27
20181111:1210,518.73,139.71,6.71,22.33,13.76,0.97,0,665.15
20181111:1310,332.79,102.14,3.91,13.92,13.4,1.17,0,438.84
20181111:1410,96.61,30.1,0.81,4.12,12.66,1.31,0,127.52
20181111:1510,0,0,0,0,11.25,1.45,0,0
20181111:1610,0,0,0,0,9.66,1.17,0,0
20181111:1710,0,0,0,0,9.59,0.69,0,0
20181111:1810,0,0,0,0,9.06,0.76,0,0
20181111:1910,0,0,0,0,6.82,1.1,0,0
20181111:2010,0,0,0,0,6.45,1.1,0,0
20181111:2110,0,0,0,0,6.2,1.1,0,0
20181111:2210,0,0,0,0,5.83,1.17,0,0
20181111:2310,0,0,0,0,5.03,1.24,0,0
20181112:0010,0,0,0,0,4.19,1.38,0,0
20181112:0110,0,0,0,0,3.59,1.45,0,0
20181112:0210,0,0,0,0,3.19,1.45,0,0
20181112:0310,0,0,0,0,2.88,1.38,0,0
20181112:0410,0,0,0,0,2.45,1.38,0,0
20181112:0510,48,48.81,1.01,6.07,2.06,1.38,0,97.82
20181112:0610,343.49,120.38,4.38,15.61,5.33,0.62,0,468.25
20181112:0710,549.85,148.23,7.18,23.63,8.07,0.83,0,705.26
20181112:0810,695.99,161.41,9.19,29.47,10.16,1.03,0,866.59
20181112:0910,764.9,167.74,10.16,32.45,11.5,1.24,0,942.8
20181112:1010,727.2,181.38,9.95,32.1,12.28,1.52,0,918.53
20181112:1110,516.2,215.51,8.19,28.47,12.7,1.59,0,739.9
20181112:1210,484.84,153.07,6.55,22.12,12.75,1.59,0,644.46
20181112:1310,325.57,105.16,3.85,13.73,12.41,1.59,0,434.58
20181112:1410,73.11,29.17,0.72,3.95,11.51,1.24,0,103
20181112:1510,0,0,0,0,9.57,1.03,0,0
20181112:1610,0,0,0,0,7.51,1.24,0,0
20181112:1710,0,0,0,0,5.7,1.52,0,0
20181112:1810,0,0,0,0,4.45,1.59,0,0
20181112:1910,0,0,0,0,4.65,1.52,0,0
20181112:2010,0,0,0,0,4.19,1.45,0,0
20181112:2110,0,0,0,0,3.66,1.52,0,0
20181112:2210,0,0,0,0,3.17,1.59,0,0
20181112:2310,0,0,0,0,2.45,1.72,0,0
20181113:0010,0,0,0,0,2.15,1.79,0,0
20181113:0110,0,0,0,0,1.61,1.86,0,0
20181113:0210,0,0,0,0,1.61,1.86,0,0
20181113:0310,0,0,0,0,1.38,1.86,0,0
20181113:0410,0,0,0,0,1.69,1.79,0,0
20181113:0510,3.54,29.71,0.6,5.85,1.64,1.72,0,33.85
20181113:0610,153.26,139.99,3.44,15.37,4.13,1.79,0,296.69
20181113:0710,518.49,159.08,7,23.37,5.93,2.69,0,684.57
20181113:0810,451.53,241.59,8.05,29.21,7.44,2.62,0,701.17
20181113:0910,91.4,264.98,5.86,32.18,8.54,2.62,0,362.24
20181113:1010,76.06,256.23,5.59,31.84,9.49,2.76,0,337.88
20181113:1110,71.14,227.15,4.96,28.24,10.2,2.69,0,303.25
20181113:1210,465.63,158.89,6.42,21.91,10.19,2.62,0,630.94
20181113:1310,274.92,115.39,3.62,13.55,9.98,2.69,0,393.93
20181113:1410,99.89,27.96,0.76,3.79,9.15,2,0,128.61
20181113:1510,0,0,0,0,7.58,1.52,0,0
20181113:1610,0,0,0,0,5.81,1.38,0,0
20181113:1710,0,0,0,0,4.02,1.45,0,0
20181113:1810,0,0,0,0,3.23,1.52,0,0
20181113:1910,0,0,0,0,3.26,1.31,0,0
20181113:2010,0,0,0,0,2.41,1.38,0,0
20181113:2110,0,0,0,0,1.61,1.52,0,0
20181113:2210,0,0,0,0,1.01,1.52,0,0
20181113:2310,0,0,0,0,0.71,1.52,0,0
20181114:0010,0,0,0,0,0.27,1.52,0,0
20181114:0110,0,0,0,0,0,1.45,0,0
20181114:0210,0,0,0,0,-0.31,1.38,0,0
20181114:0310,0,0,0,0,-0.5,1.31,0,0
20181114:0410,0,0,0,0,-0.58,1.24,0,0
20181114:0510,36.6,41.33,0.89,5.64,-0.58,1.24,0,78.82
20181114:0610,375.68,111.1,4.39,15.14,1.05,0.97,0,491.17
20181114:0710,556.38,147.63,7.13,23.12,3.45,2.34,0,711.14
20181114:0810,704.46,160.71,9.15,28.94,4.49,2.41,0,874.32
20181114:0910,773.3,168.38,10.15,31.91,5.47,2.76,0,951.83
20181114:1010,750.81,174.67,9.98,31.58,6.7,3.24,0,935.46
20181114:1110,694.2,153.14,8.88,28,7.53,3.79,0,856.22
20181114:1210,492.2,152.56,6.51,21.7,8.1,3.86,0,651.27
20181114:1310,326.44,105.36,3.78,13.38,7.92,3.79,0,435.58
20181114:1410,64.4,26.07,0.63,3.64,7.16,3.17,0,91.1
20181114:1510,0,0,0,0,5.27,2.34,0,0
20181114:1610,0,0,0,0,4.09,2.14,0,0
20181114:1710,0,0,0,0,3.12,2.28,0,0
20181114:1810,0,0,0,0,1.96,2.41,0,0
20181114:1910,0,0,0,0,1.22,2.21,0,0
20181114:2010,0,0,0,0,0.29,1.93,0,0
20181114:2110,0,0,0,0,-0.91,1.66,0,0
20181114:2210,0,0,0,0,-0.89,1.24,0,0
20181114:2310,0,0,0,0,0.19,0.83,0,0
20181115:0010,0,0,0,0,-0.04,0.55,0,0
20181115:0110,0,0,0,0,-0.34,0.48,0,0
20181115:0210,0,0,0,0,-0.65,0.62,0,0
20181115:0310,0,0,0,0,-0.89,0.83,0,0
20181115:0410,0,0,0,0,-1.77,1.03,0,0
20181115:0510,26.51,37.71,0.8,5.42,-2.06,1.03,0,65.02
20181115:0610,238.69,135.41,3.78,14.91,-0.47,0.76,0,377.88
20181115:0710,3.8,129.68,2.6,22.87,1.69,0.69,0,136.08
20181115:0810,471.27,235.91,8.05,28.68,3.11,0.97,0,715.23
20181115:0910,378.28,281.09,8.17,31.65,4.29,1.1,0,667.54
20181115:1010,665.73,205.13,9.53,31.33,5.19,1.17,0,880.39
20181115:1110,59.39,219.28,4.72,27.78,5.87,0.97,0,283.39
20181115:1210,369.94,183.58,5.93,21.51,6.09,0.97,0,559.45
20181115:1310,18.6,88.19,1.83,13.2,6.34,1.1,0,108.62
20181115:1410,98.05,25.31,0.69,3.49,5.87,0.83,0,124.05
20181115:1510,0,0,0,0,4.96,0.28,0,0
20181115:1610,0,0,0,0,3.82,0.62,0,0
20181115:1710,0,0,0,0,2.62,0.97,0,0
20181115:1810,0,0,0,0,2.05,1.03,0,0
20181115:1910,0,0,0,0,1.26,1.66,0,0
20181115:2010,0,0,0,0,0.66,1.79,0,0
20181115:2110,0,0,0,0,-0.08,1.79,0,0
20181115:2210,0,0,0,0,-1.05,1.59,0,0
20181115:2310,0,0,0,0,-1.12,1.45,0,0
20181116:0010,0,0,0,0,-1.09,1.31,0,0
20181116:0110,0,0,0,0,-1.12,1.24,0,0
20181116:0210,0,0,0,0,-1.35,1.31,0,0
20181116:0310,0,0,0,0,-1.95,1.45,0,0
20181116:0410,0,0,0,0,-1.88,1.17,0,0
20181116:0510,15.7,31.2,0.65,5.21,-1.78,0.97,0,47.55
20181116:0610,304.15,123.26,3.98,14.68,-0.37,0.97,0,431.39
20181116:0710,291.03,205.74,5.77,22.63,2.19,1.59,0,502.54
20181116:0810,149.04,252.23,5.9,28.43,3.65,2.55,0,407.17
20181116:0910,71.85,251.85,5.46,31.39,4.49,3.31,0,329.16
20181116:1010,584.94,228.83,9.08,31.09,4.89,3.79,0,822.85
20181116:1110,18.1,183.2,3.76,27.56,4.89,3.79,0,205.06
20181116:1210,542.37,130.56,6.56,21.31,4.95,3.38,0,679.49
20181116:1310,195.24,120.6,3.15,13.04,4.88,2.97,0,318.99
20181116:1410,107.54,23.41,0.67,3.35,4.5,2.55,0,131.62
20181116:1510,0,0,0,0,4.02,2.07,0,0
20181116:1610,0,0,0,0,3.51,1.79,0,0
20181116:1710,0,0,0,0,3.15,1.59,0,0
20181116:1810,0,0,0,0,2.4,1.59,0,0
20181116:1910,0,0,0,0,1.2,1.66,0,0
20181116:2010,0,0,0,0,0.13,1.45,0,0
20181116:2110,0,0,0,0,1.46,0.9,0,0
20181116:2210,0,0,0,0,1.43,0.21,0,0
20181116:2310,0,0,0,0,1.12,0.48,0,0
20181117:0010,0,0,0,0,0.05,1.03,0,0
20181117:0110,0,0,0,0,-1.4,1.17,0,0
20181117:0210,0,0,0,0,-2.03,1.24,0,0
20181117:0310,0,0,0,0,-2.63,1.31,0,0
20181117:0410,0,0,0,0,-2.92,1.45,0,0
20181117:0510,0,16.36,0.33,5,-2.93,1.59,0,16.69
20181117:0610,31.68,104.69,2.21,14.45,-0.39,1.38,0,138.58
20181117:0710,36.65,165.43,3.49,22.39,2.54,2,0,205.57
20181117:0810,189.66,253.67,6.17,28.17,3.66,2.55,0,449.5
20181117:0910,132.13,268.39,6.15,31.14,4.54,2.83,0,406.67
20181117:1010,95.35,256.04,5.68,30.85,5,2.83,0,357.07
20181117:1110,72.82,220.37,4.81,27.34,5.56,2.62,0,298
20181117:1210,21.61,144.98,3,21.13,5.56,2.34,0,169.59
20181117:1310,52.33,103.35,2.22,12.88,5.38,2.14,0,157.9
20181117:1410,33.62,20.09,0.45,3.22,4.83,1.93,0,54.16
20181117:1510,0,0,0,0,4.12,2.07,0,0
20181117:1610,0,0,0,0,3.46,2.21,0,0
20181117:1710,0,0,0,0,2.88,2.07,0,0
20181117:1810,0,0,0,0,2.37,1.86,0,0
20181117:1910,0,0,0,0,1.93,1.59,0,0
20181117:2010,0,0,0,0,1.79,1.52,0,0
20181117:2110,0,0,0,0,1.75,1.45,0,0
20181117:2210,0,0,0,0,1.7,1.38,0,0
20181117:2310,0,0,0,0,1.68,1.45,0,0
20181118:0010,0,0,0,0,1.66,1.52,0,0
20181118:0110,0,0,0,0,1.83,1.45,0,0
20181118:0210,0,0,0,0,1.96,1.31,0,0
20181118:0310,0,0,0,0,2.07,1.45,0,0
20181118:0410,0,0,0,0,2.13,1.38,0,0
20181118:0510,0,9.09,0.18,4.79,2.32,1.31,0,9.27
20181118:0610,68.7,115.72,2.55,14.23,2.78,1.24,0,186.97
20181118:0710,99.11,187.27,4.23,22.15,4.24,1.59,0,290.61
20181118:0810,443.3,226.59,7.58,27.93,5.57,1.52,0,677.47
20181118:0910,203.66,272.93,6.69,30.89,7.56,1.52,0,483.28
20181118:1010,344.32,268.39,7.61,30.61,9.08,1.52,0,620.32
20181118:1110,184.92,240.4,5.86,27.13,9.97,1.66,0,431.18
20181118:1210,51.45,161.42,3.47,20.95,11.06,2.07,0,216.34
20181118:1310,110.63,111.95,2.59,12.73,11.14,2.14,0,225.17
20181118:1410,87.6,22.07,0.58,3.09,10.32,1.52,0,110.25
20181118:1510,0,0,0,0,8.89,1.66,0,0
20181118:1610,0,0,0,0,8.04,1.72,0,0
20181118:1710,0,0,0,0,7.33,1.66,0,0
20181118:1810,0,0,0,0,6.83,1.66,0,0
20181118:1910,0,0,0,0,6.54,1.79,0,0
20181118:2010,0,0,0,0,6.37,1.93,0,0
20181118:2110,0,0,0,0,5.92,2,0,0
20181118:2210,0,0,0,0,5.71,2,0,0
20181118:2310,0,0,0,0,5.49,2.07,0,0
20181119:0010,0,0,0,0,5.19,2.14,0,0
20181119:0110,0,0,0,0,4.43,2.14,0,0
20181119:0210,0,0,0,0,3.64,2,0,0
20181119:0310,0,0,0,0,2.93,1.93,0,0
20181119:0410,0,0,0,0,2.46,2,0,0
20181119:0510,57.14,33.52,0.76,4.58,2.37,1.93,0,91.42
20181119:0610,354.58,103.91,3.94,14.01,4.35,1.59,0,462.43
20181119:0710,555.99,130.55,6.67,21.92,9,1.79,0,693.21
20181119:0810,699.85,143.16,8.64,27.68,12.06,2.62,0,851.65
20181119:0910,763.62,150.45,9.58,30.65,13.72,3.38,0,923.65
20181119:1010,767.04,146.72,9.55,30.39,14.6,3.45,0,923.31
20181119:1110,718,127.74,8.55,26.93,15.24,3.45,0,854.29
20181119:1210,553.9,119.53,6.4,20.77,15.45,3.52,0,679.83
20181119:1310,337.93,94.43,3.54,12.58,15.16,3.45,0,435.9
20181119:1410,0,12.85,0.27,2.96,13.7,2.55,0,13.12
20181119:1510,0,0,0,0,11.56,2.55,0,0
20181119:1610,0,0,0,0,10.42,2.48,0,0
20181119:1710,0,0,0,0,10.1,2.55,0,0
20181119:1810,0,0,0,0,10.16,2.76,0,0
20181119:1910,0,0,0,0,9.91,2.41,0,0
20181119:2010,0,0,0,0,9.77,2.62,0,0
20181119:2110,0,0,0,0,9.24,2.69,0,0
20181119:2210,0,0,0,0,8.57,2.55,0,0
20181119:2310,0,0,0,0,7.83,2.48,0,0
20181120:0010,0,0,0,0,7.29,2.41,0,0
20181120:0110,0,0,0,0,6.72,2.28,0,0
20181120:0210,0,0,0,0,6.61,2.07,0,0
20181120:0310,0,0,0,0,6.16,2,0,0
20181120:0410,0,0,0,0,5.87,1.93,0,0
20181120:0510,22.89,26.23,0.56,4.38,5.84,1.86,0,49.68
20181120:0610,197,125.35,3.26,13.79,7,1.59,0,325.61
20181120:0710,331.31,186.83,5.64,21.69,10.8,1.59,0,523.78
20181120:0810,428.18,227.22,7.4,27.45,12.78,2.41,0,662.8
20181120:0910,558.16,223.95,8.64,30.42,13.74,2.9,0,790.75
20181120:1010,458.93,247.84,8.14,30.17,14.3,3.17,0,714.91
20181120:1110,425.73,219.71,7.22,26.74,14.41,3.31,0,652.66
20181120:1210,80.24,169.7,3.76,20.61,14.11,3.17,0,253.7
20181120:1310,17.2,80.62,1.66,12.44,13.81,2.69,0,99.48
20181120:1410,0,12.85,0.27,2.84,12.97,1.79,0,13.12
20181120:1510,0,0,0,0,11.4,1.31,0,0
20181120:1610,0,0,0,0,11.37,0.55,0,0
20181120:1710,0,0,0,0,10.87,0.76,0,0
20181120:1810,0,0,0,0,9.06,1.24,0,0
20181120:1910,0,0,0,0,8.79,1.24,0,0
20181120:2010,0,0,0,0,8.05,1.45,0,0
20181120:2110,0,0,0,0,7.44,1.59,0,0
20181120:2210,0,0,0,0,7.36,1.52,0,0
20181120:2310,0,0,0,0,7.43,1.45,0,0
20181121:0010,0,0,0,0,8.77,1.03,0,0
20181121:0110,0,0,0,0,9.81,0.69,0,0
20181121:0210,0,0,0,0,9.66,0.69,0,0
20181121:0310,0,0,0,0,9.44,0.83,0,0
20181121:0410,0,0,0,0,9.28,0.76,0,0
20181121:0510,0,8.18,0.16,4.17,8.33,0.97,0,8.34
20181121:0610,0,35.45,0.71,13.57,7.69,1.1,0,36.16
20181121:0710,53.63,165.52,3.56,21.46,9.71,0.9,0,222.71
20181121:0810,42.5,201.95,4.27,27.21,11.68,1.45,0,248.72
20181121:0910,181.59,265.43,6.37,30.19,12.73,2,0,453.39
20181121:1010,19.82,197.11,4.05,29.95,13.84,2.34,0,220.98
20181121:1110,13.03,168.61,3.44,26.55,14.31,2.69,0,185.08
20181121:1210,16.15,132.01,2.71,20.45,14.4,3.52,0,150.87
20181121:1310,0,38.18,0.76,12.31,13.89,3.24,0,38.94
20181121:1410,0,11.13,0.24,2.73,13.01,2.83,0,11.37
20181121:1510,0,0,0,0,11.54,2.55,0,0
20181121:1610,0,0,0,0,10.02,2.55,0,0
20181121:1710,0,0,0,0,9.27,2.62,0,0
20181121:1810,0,0,0,0,8.69,2.62,0,0
20181121:1910,0,0,0,0,8.36,1.45,0,0
20181121:2010,0,0,0,0,7.25,1.45,0,0
20181121:2110,0,0,0,0,6.48,1.52,0,0
20181121:2210,0,0,0,0,6.52,1.31,0,0
20181121:2310,0,0,0,0,6.16,1.31,0,0
20181122:0010,0,0,0,0,5.69,1.31,0,0
20181122:0110,0,0,0,0,5.59,1.17,0,0
20181122:0210,0,0,0,0,5.82,1.03,0,0
20181122:0310,0,0,0,0,6.56,0.83,0,0
20181122:0410,0,0,0,0,6.35,0.69,0,0
20181122:0510,24.95,24.48,0.52,3.97,5.93,0.76,0,49.95
20181122:0610,232.96,120.12,3.31,13.36,6.53,0.55,0,356.39
20181122:0710,246.09,193.21,5.12,21.24,8.48,1.38,0,444.42
20181122:0810,609.49,173.13,8.08,26.99,9.68,2.55,0,790.7
20181122:0910,464.31,246.9,8.12,29.96,10.84,2.48,0,719.33
20181122:1010,217.21,266.95,6.6,29.74,11.38,2.41,0,490.76
20181122:1110,607.93,165.84,7.92,26.36,11.68,2.41,0,781.69
20181122:1210,530.4,123.95,6.15,20.29,11.75,2.28,0,660.5
20181122:1310,283.33,100.39,3.2,12.18,11.33,2.34,0,386.92
20181122:1410,0,11.99,0.25,2.63,10.26,1.72,0,12.24
20181122:1510,0,0,0,0,8.95,1.45,0,0
20181122:1610,0,0,0,0,7.53,1.59,0,0
20181122:1710,0,0,0,0,6.69,1.59,0,0
20181122:1810,0,0,0,0,5.67,1.52,0,0
20181122:1910,0,0,0,0,5.38,2,0,0
20181122:2010,0,0,0,0,4.99,2.14,0,0
20181122:2110,0,0,0,0,5.03,2.14,0,0
20181122:2210,0,0,0,0,5.02,2.14,0,0
20181122:2310,0,0,0,0,5.71,2.21,0,0
20181123:0010,0,0,0,0,5.8,2.28,0,0
20181123:0110,0,0,0,0,5.98,2.41,0,0
20181123:0210,0,0,0,0,6.1,2.69,0,0
20181123:0310,0,0,0,0,6.06,2.97,0,0
20181123:0410,0,0,0,0,6.05,2.9,0,0
20181123:0510,0,3.64,0.07,3.77,5.92,2.83,0,3.71
20181123:0610,0,42.72,0.85,13.15,5.97,2.83,0,43.57
20181123:0710,0,55.45,1.1,21.02,6.09,3.03,0,56.55
20181123:0810,0,132.72,2.64,26.76,6.48,4.07,0,135.36
20181123:0910,54.46,226.23,4.83,29.74,6.84,4,0,285.52
20181123:1010,0,49.09,0.98,29.54,7.06,3.59,0,50.07
20181123:1110,1.88,137.54,2.75,26.19,6.99,3.31,0,142.17
20181123:1210,0,98.17,1.95,20.14,7.07,3.45,0,100.12
20181123:1310,0,41.81,0.83,12.06,6.96,3.17,0,42.64
20181123:1410,0,2.57,0.05,2.53,6.63,3.03,0,2.62
20181123:1510,0,0,0,0,6.06,2.76,0,0
20181123:1610,0,0,0,0,5.66,2.76,0,0
20181123:1710,0,0,0,0,4.73,2.69,0,0
20181123:1810,0,0,0,0,4.09,2.62,0,0
20181123:1910,0,0,0,0,4.03,2.62,0,0
20181123:2010,0,0,0,0,3.37,2.55,0,0
20181123:2110,0,0,0,0,2.65,2.55,0,0
